"pnum","age","sex","bto_species_code","bto_ring","date","yr","nb","retrap","imm_res"
"20071SW4","5","F","GRETI","T177635","16/05/2007 06:00",2007,"SW4","R","immigrant"
"20071SW17","5","F","GRETI","TK27091","16/05/2007 06:00",2007,"SW17","R","immigrant"
"20071EX18","5","F","GRETI","J644996","16/05/2007 07:02",2007,"EX18","N","immigrant"
"20071EX22","6","M","GRETI","N199505","16/05/2007 07:26",2007,"EX22","R","immigrant"
"20071B195","5","F","GRETI","R639455","16/05/2007 08:00",2007,"B195","R","immigrant"
"20071C57","5","F","GRETI","T177712","16/05/2007 08:00",2007,"C57","R","immigrant"
"20071MP96","5","F","GRETI","R639484","16/05/2007 09:10",2007,"MP96","R","immigrant"
"20071EX33","5","F","GRETI","J644840","16/05/2007 09:16",2007,"EX33","R","immigrant"
"20071EX43D","5","F","GRETI","N199643","16/05/2007 10:00",2007,"EX43D","N","immigrant"
"20071EX43A","6","F","GRETI","N199087","16/05/2007 12:00",2007,"EX43A","R","immigrant"
"20071EX41D","5","F","GRETI","J644859","16/05/2007 12:00",2007,"EX41D","R","immigrant"
"20071EX14B","5","F","GRETI","J644995","16/05/2007 12:48",2007,"EX14B","N","immigrant"
"20071EX31","5","F","GRETI","J644994","16/05/2007 13:23",2007,"EX31","N","immigrant"
"20071SW63","5","F","GRETI","R639217","16/05/2007 18:00",2007,"SW63","Y","immigrant"
"20071SW42","5","F","GRETI","R639130","17/05/2007 06:00",2007,"SW42","N","immigrant"
"20071O4","6","M","GRETI","F952447","17/05/2007 07:00",2007,"O4","R","immigrant"
"20071W5","5","M","GRETI","P439583","17/05/2007 11:00",2007,"W5","R","immigrant"
"20071W21","5","M","GRETI","V260950","17/05/2007 13:57",2007,"W21","R","immigrant"
"20071B77","5","M","GRETI","R639306","18/05/2007 10:00",2007,"B77","R","immigrant"
"20071O113","5","M","GRETI","R639132","18/05/2007 11:00",2007,"O113","N","immigrant"
"20071EX79","5","F","GRETI","J644864","18/05/2007 13:00",2007,"EX79","R","immigrant"
"20071EX68","5","M","GRETI","N199646","18/05/2007 13:00",2007,"EX68","N","immigrant"
"20071EX67","5","F","GRETI","N199647","18/05/2007 16:00",2007,"EX67","N","immigrant"
"20071EX29A","5","F","GRETI","T640585","18/05/2007 19:23",2007,"EX29A","R","immigrant"
"20071EX38","6","F","GRETI","H300660","19/05/2007 08:34",2007,"EX38","R","immigrant"
"20071O75B","6","M","GRETI","T176864","19/05/2007 09:00",2007,"O75B","Y","immigrant"
"20071B36","5","F","GRETI","T640096","19/05/2007 10:00",2007,"B36","N","immigrant"
"20071B51","5","F","GRETI","R639280","19/05/2007 10:00",2007,"B51","R","immigrant"
"20071EX4","5","M","GRETI","T177743","19/05/2007 10:11",2007,"EX4","R","immigrant"
"20071EX5A","5","F","GRETI","K578927","19/05/2007 11:36",2007,"EX5A","R","immigrant"
"20071EX41B","5","F","GRETI","TB26874","19/05/2007 11:44",2007,"EX41B","R","immigrant"
"20071SW36","5","F","GRETI","T640374","19/05/2007 12:00",2007,"SW36","N","immigrant"
"20071EX42","5","F","GRETI","T176927","19/05/2007 13:14",2007,"EX42","R","immigrant"
"20071EX42","6","M","GRETI","T177566","19/05/2007 14:03",2007,"EX42","R","immigrant"
"20071EX12A","5","F","GRETI","J644903","19/05/2007 17:43",2007,"EX12A","N","immigrant"
"20071CP40","5","M","GRETI","N199650","20/05/2007 08:00",2007,"CP40","N","immigrant"
"20071SW33","5","F","GRETI","T177774","20/05/2007 12:00",2007,"SW33","Y","immigrant"
"20071W56","5","F","GRETI","T176922","20/05/2007 14:47",2007,"W56","R","immigrant"
"20071EX17","5","F","GRETI","R639189","21/05/2007 07:12",2007,"EX17","R","immigrant"
"20071O81","5","F","GRETI","T177665","21/05/2007 10:00",2007,"O81","Y","immigrant"
"20071P5","5","F","GRETI","T640375","22/05/2007 08:00",2007,"P5","N","immigrant"
"20071O34","5","F","GRETI","T177703","23/05/2007 10:00",2007,"O34","R","immigrant"
"20071O34","4","M","GRETI","T177708","23/05/2007 10:00",2007,"O34","R","immigrant"
"20071SW56","5","F","GRETI","N199703","23/05/2007 14:00",2007,"SW56","N","immigrant"
"20071SW48","5","F","GRETI","TB26824","25/05/2007 07:00",2007,"SW48","Y","immigrant"
"20071SW124","5","M","GRETI","T176932","25/05/2007 14:00",2007,"SW124","Y","immigrant"
"20071SW124","5","F","GRETI","N199705","25/05/2007 16:00",2007,"SW124","N","immigrant"
"20071O100","5","F","GRETI","N199707","26/05/2007 14:00",2007,"O100","N","immigrant"
"20081SW131","5","F","GRETI","E018352","14/05/2008 10:00",2008,"SW131","N","immigrant"
"20081EX53","5","F","GRETI","T176973","16/05/2008 08:00",2008,"EX53","R","immigrant"
"20081W22","5","F","GRETI","K578717","18/05/2008 14:00",2008,"W22","R","immigrant"
"20081B229","5","F","GRETI","X235602","21/05/2008 05:00",2008,"B229","N","immigrant"
"20081B10","5","M","GRETI","X235604","21/05/2008 07:00",2008,"B10","N","immigrant"
"20081B145","6","F","GRETI","R639486","26/05/2008 04:00",2008,"B145","R","immigrant"
"20081EX4","5","M","GRETI","N199973","26/05/2008 09:00",2008,"EX4","R","immigrant"
"20081O85","5","M","GRETI","T640819","27/05/2008 18:54",2008,"O85","N","immigrant"
"20081EX63","5","M","GRETI","N199993","29/05/2008 11:00",2008,"EX63","N","immigrant"
"20081B76","5","F","GRETI","X235615","30/05/2008 04:00",2008,"B76","N","immigrant"
"20091MP62","5","F","GRETI","T640748","22/04/2009 00:00",2009,"MP62","R","immigrant"
"20091C111","5","F","GRETI","X239801","09/05/2009 05:00",2009,"C111","N","immigrant"
"20091W93","6","F","GRETI","J644935","09/05/2009 08:28",2009,"W93","N","immigrant"
"20091W22","5","M","GRETI","J644937","11/05/2009 10:54",2009,"W22","N","immigrant"
"20091MP38","5","M","GRETI","F464553","11/05/2009 11:00",2009,"MP38","R","immigrant"
"20091B190","6","F","GRETI","X235619","12/05/2009 06:00",2009,"B190","N","immigrant"
"20091MP74","5","F","GRETI","X237904","12/05/2009 09:00",2009,"MP74","N","immigrant"
"20091W89","5","F","GRETI","J644943","12/05/2009 10:44",2009,"W89","N","immigrant"
"20091EX65","6","F","GRETI","K578732","12/05/2009 11:00",2009,"EX65","R","immigrant"
"20091O73","6","F","GRETI","X239802","12/05/2009 15:00",2009,"O73","N","immigrant"
"20091B225","5","F","GRETI","X235620","13/05/2009 04:00",2009,"B225","N","immigrant"
"20091SW25","5","F","GRETI","X239901","13/05/2009 06:00",2009,"SW25","N","immigrant"
"20091B228","5","M","GRETI","T640763","13/05/2009 06:00",2009,"B228","R","immigrant"
"20091W26","5","M","GRETI","V729628","13/05/2009 07:01",2009,"W26","R","immigrant"
"20091CP39","5","F","GRETI","X239701","13/05/2009 10:00",2009,"CP39","N","immigrant"
"20091MP23","5","F","GRETI","T640746","13/05/2009 11:00",2009,"MP23","R","immigrant"
"20091SW102","5","F","GRETI","X239905","14/05/2009 10:00",2009,"SW102","N","immigrant"
"20091CP37","5","F","GRETI","X239704","14/05/2009 12:00",2009,"CP37","N","immigrant"
"20091B115","5","F","GRETI","X235623","14/05/2009 12:00",2009,"B115","N","immigrant"
"20091EX34","5","F","GRETI","J644950","15/05/2009 06:26",2009,"EX34","N","immigrant"
"20091EX16","4","F","GRETI","V729695","15/05/2009 06:38",2009,"EX16","R","immigrant"
"20091MP21","5","F","GRETI","X237908","15/05/2009 10:00",2009,"MP21","N","immigrant"
"20091EX62","5","F","GRETI","X239705","15/05/2009 11:00",2009,"EX62","N","immigrant"
"20091MP33","5","M","GRETI","T640798","16/05/2009 04:00",2009,"MP33","R","immigrant"
"20091MP36","5","F","GRETI","X235104","16/05/2009 04:00",2009,"MP36","R","immigrant"
"20091MP30","5","F","GRETI","T640800","16/05/2009 05:00",2009,"MP30","R","immigrant"
"20091W37","5","F","GRETI","J644952","16/05/2009 06:38",2009,"W37","N","immigrant"
"20091MP8","5","F","GRETI","T640769","16/05/2009 07:00",2009,"MP8","R","immigrant"
"20091W80","5","F","GRETI","X237894","16/05/2009 09:26",2009,"W80","R","immigrant"
"20091W65","5","F","GRETI","J644956","16/05/2009 11:17",2009,"W65","N","immigrant"
"20091SW3","5","F","GRETI","T640728","17/05/2009 06:00",2009,"SW3","R","immigrant"
"20091EX39B","5","F","GRETI","J644958","17/05/2009 07:10",2009,"EX39B","N","immigrant"
"20091O75B","5","F","GRETI","X239809","17/05/2009 10:00",2009,"O75B","N","immigrant"
"20091P2","5","F","GRETI","J644960","17/05/2009 11:05",2009,"P2","N","immigrant"
"20091MP65","5","M","GRETI","X237911","18/05/2009 06:00",2009,"MP65","N","immigrant"
"20091B117","6","F","GRETI","X239571","18/05/2009 14:00",2009,"B117","R","immigrant"
"20091B11","5","M","GRETI","T640776","18/05/2009 15:00",2009,"B11","R","immigrant"
"20091B213","5","F","GRETI","X235628","18/05/2009 15:00",2009,"B213","N","immigrant"
"20091B213","5","M","GRETI","X235629","18/05/2009 15:00",2009,"B213","N","immigrant"
"20091B117","5","M","GRETI","X235630","18/05/2009 16:00",2009,"B117","N","immigrant"
"20091B90","6","M","GRETI","R639463","19/05/2009 07:00",2009,"B90","R","immigrant"
"20091CP35","6","F","GRETI","X239717","19/05/2009 09:00",2009,"CP35","N","immigrant"
"20091CP27","5","F","GRETI","X239718","19/05/2009 10:00",2009,"CP27","N","immigrant"
"20091CP9","6","F","GRETI","T177799","19/05/2009 12:00",2009,"CP9","R","immigrant"
"20091B102","5","F","GRETI","X235631","20/05/2009 14:00",2009,"B102","N","immigrant"
"20091O57","5","F","GRETI","X237914","21/05/2009 06:00",2009,"O57","N","immigrant"
"20091EX62D","5","M","GRETI","X661866","22/05/2009 07:33",2009,"EX62D","N","immigrant"
"20091B51","6","F","GRETI","X235634","04/06/2009 07:00",2009,"B51","N","immigrant"
"20101MP22","5","F","GRETI","X239846","12/05/2010 00:00",2010,"MP22","R","immigrant"
"20101MP53","5","M","GRETI","TP26294","15/05/2010 08:00",2010,"MP53","R","immigrant"
"20101EX75","5","M","GRETI","T640675","16/05/2010 08:00",2010,"EX75","R","immigrant"
"20101EX47","5","M","GRETI","L315804","18/05/2010 11:00",2010,"EX47","N","immigrant"
"20101EX55","5","F","GRETI","L315806","18/05/2010 16:00",2010,"EX55","N","immigrant"
"20101W27","5","F","GRETI","F464559","19/05/2010 10:00",2010,"W27","R","immigrant"
"20101O54","6","M","GRETI","L315203","19/05/2010 10:00",2010,"O54","N","immigrant"
"20101B185","5","M","GRETI","L315204","21/05/2010 07:00",2010,"B185","N","immigrant"
"20101EX90","5","F","GRETI","X235502","22/05/2010 07:00",2010,"EX90","R","immigrant"
"20101EX3","5","F","GRETI","E509370","25/05/2010 08:00",2010,"EX3","R","immigrant"
"20111C111","5","F","GRETI","L808160","09/05/2011 07:00",2011,"C111","R","immigrant"
"20111W16","5","M","GRETI","Y033816","10/05/2011 00:00",2011,"W16","N","immigrant"
"20111EX62E","5","F","GRETI","Y034702","10/05/2011 07:00",2011,"EX62E","N","immigrant"
"20111MP31","5","F","GRETI","L809630","11/05/2011 05:00",2011,"MP31","N","immigrant"
"20111C110","6","M","GRETI","L808165","11/05/2011 08:00",2011,"C110","R","immigrant"
"20111W33","5","F","GRETI","Y033824","11/05/2011 10:00",2011,"W33","N","immigrant"
"20111W28","6","M","GRETI","X237918","12/05/2011 11:00",2011,"W28","R","immigrant"
"20111EX60","6","M","GRETI","L312169","12/05/2011 15:00",2011,"EX60","R","immigrant"
"20111O3","4","M","GRETI","Y033835","12/05/2011 18:00",2011,"O3","N","immigrant"
"20111O3","5","F","GRETI","L312889","12/05/2011 18:00",2011,"O3","R","immigrant"
"20111EX43B","6","M","GRETI","T640673","13/05/2011 07:00",2011,"EX43B","R","immigrant"
"20111CP35","6","M","GRETI","Y034724","16/05/2011 07:00",2011,"CP35","N","immigrant"
